slot,property,sample_type,value
sample_link,description,other-undescribed,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,soil,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,water,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,aerosol,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,aerosol-arm,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,pure-culture,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,culture-environmental,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,commercially-purchased,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,mixed-culture,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,sediment,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,terraform,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,synthesized-material,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,description,plant,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample)
sample_link,type,field-deployed-terraform,string
sample_link,type,other-undescribed,string
sample_link,type,soil,string
sample_link,type,water,string
sample_link,type,aerosol,string
sample_link,type,aerosol-arm,string
sample_link,type,pure-culture,string
sample_link,type,culture-environmental,string
sample_link,type,commercially-purchased,string
sample_link,type,mixed-culture,string
sample_link,type,sediment,string
sample_link,type,terraform,string
sample_link,type,synthesized-material,string
sample_link,type,plant,string
sample_name,title,field-deployed-terraform,sample name
sample_name,title,other-undescribed,sample name
sample_name,title,soil,sample name
sample_name,title,water,sample name
sample_name,title,aerosol,sample name
sample_name,title,aerosol-arm,sample name
sample_name,title,pure-culture,sample name
sample_name,title,culture-environmental,sample name
sample_name,title,commercially-purchased,sample name
sample_name,title,mixed-culture,sample name
sample_name,title,sediment,sample name
sample_name,title,terraform,sample name
sample_name,title,synthesized-material,sample name
sample_name,title,monet-soil,sample name
sample_name,title,engineered-strain,sample name
sample_name,title,plant,sample name
sample_name,description,field-deployed-terraform,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,other-undescribed,ID that is present on the shipped sample. Human readable.
sample_name,description,soil,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,water,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,aerosol,ID that is present on the shipped sample. Human readable.
sample_name,description,aerosol-arm,ID that is present on the shipped sample. Human readable.
sample_name,description,pure-culture,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,culture-environmental,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,commercially-purchased,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,mixed-culture,ID that is present on the shipped sample. Human readable.
sample_name,description,sediment,ID that is present on the shipped sample. Human readable.
sample_name,description,terraform,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,synthesized-material,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,monet-soil,ID that is present on the shipped sample. Human readable.
sample_name,description,engineered-strain,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,description,plant,The name or label that is present on the shipped sample. This should be a human readable name.
sample_name,type,field-deployed-terraform,string
sample_name,type,other-undescribed,string
sample_name,type,soil,string
sample_name,type,water,string
sample_name,type,aerosol,string
sample_name,type,aerosol-arm,string
sample_name,type,pure-culture,string
sample_name,type,culture-environmental,string
sample_name,type,commercially-purchased,string
sample_name,type,mixed-culture,string
sample_name,type,sediment,string
sample_name,type,terraform,string
sample_name,type,synthesized-material,string
sample_name,type,monet-soil,string
sample_name,type,engineered-strain,string
sample_name,type,plant,string
sample_processing,title,field-deployed-terraform,sample processing
sample_processing,title,other-undescribed,sample processing
sample_processing,title,soil,sample processing
sample_processing,title,aerosol,sample processing
sample_processing,title,aerosol-arm,sample processing
sample_processing,title,pure-culture,sample processing
sample_processing,title,culture-environmental,sample processing
sample_processing,title,commercially-purchased,sample processing
sample_processing,title,mixed-culture,sample processing
sample_processing,title,sediment,sample processing
sample_processing,title,terraform,sample processing
sample_processing,title,synthesized-material,sample processing
sample_processing,title,plant,sample processing
sample_processing,description,field-deployed-terraform,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,other-undescribed,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,soil,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,aerosol,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,aerosol-arm,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,pure-culture,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,culture-environmental,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,commercially-purchased,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,mixed-culture,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,sediment,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,terraform,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,synthesized-material,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,description,plant,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.
sample_processing,type,field-deployed-terraform,string
sample_processing,type,other-undescribed,string
sample_processing,type,soil,string
sample_processing,type,aerosol,string
sample_processing,type,aerosol-arm,string
sample_processing,type,pure-culture,string
sample_processing,type,culture-environmental,string
sample_processing,type,commercially-purchased,string
sample_processing,type,mixed-culture,string
sample_processing,type,sediment,string
sample_processing,type,terraform,string
sample_processing,type,synthesized-material,string
sample_processing,type,plant,string
sample_start_time,title,aerosol-arm,sample start time
sample_start_time,description,aerosol-arm,Time of when the sample collection starts. Required format: HH:MM:SS in 24-hour time format. Don't forget the seconds! (Unit: hh:mm:ss or HH:MM:SS)
sample_start_time,type,aerosol-arm,string
sample_type,title,other-undescribed,sample type
sample_type,description,other-undescribed,Requires a standardized ontology term to describe what your sample is. Please search for your sample type via Ontology Lookup Sevice at https://www.ebi.ac.uk/ols4/ 
sample_type,type,other-undescribed,string
sampling_duration,title,other-undescribed,sampling duration
sampling_duration,title,aerosol,sampling duration
sampling_duration,title,aerosol-arm,sampling duration
sampling_duration,description,other-undescribed,The difference between sample start and sample end time
sampling_duration,description,aerosol,The difference between sample start and sample end time in seconds. (Unit: s)
sampling_duration,description,aerosol-arm,The difference between sample start and sample end time in seconds. (Unit: s)
sampling_duration,type,other-undescribed,string
sampling_duration,type,aerosol,string
sampling_duration,type,aerosol-arm,string
sampling_set,title,monet-soil,sampling set
sampling_set,description,monet-soil,A sequential number to indicate soil cores collect together and to be processed together
sampling_set,type,monet-soil,integer
season_environment,title,other-undescribed,season environment
season_environment,description,other-undescribed,Treatment involving an exposure to a particular season (e.g. Winter summer rabi rainy etc.) treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment
season_environment,type,other-undescribed,string
season_precpt,title,other-undescribed,average seasonal precipitation
season_precpt,title,soil,average seasonal precipitation
season_precpt,title,sediment,average seasonal precipitation
season_precpt,title,monet-soil,average seasonal precipitation
season_precpt,title,plant,mean seasonal precipitation
season_precpt,description,other-undescribed,The average of all seasonal precipitation values known or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps. (Unit: mm)
season_precpt,description,soil,The average of all seasonal precipitation values known or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps. (Unit: mm)
season_precpt,description,sediment,The average of all seasonal precipitation values known or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps. (Unit: mm)
season_precpt,description,monet-soil,The average of all seasonal precipitation values known or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps. (Unit: mm)
season_precpt,description,plant,The average of all seasonal precipitation values known or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps. (Unit: mm)
season_precpt,type,other-undescribed,string
season_precpt,type,soil,string
season_precpt,type,sediment,string
season_precpt,type,monet-soil,string
season_precpt,type,plant,string
season_temp,title,other-undescribed,average seasonal temperate
season_temp,title,soil,average seasonal temperature
season_temp,title,sediment,average seasonal temperature
season_temp,title,monet-soil,average seasonal temperature
season_temp,title,plant,mean seasonal temperature
season_temp,description,other-undescribed,Mean seasonal temperature (Unit: C)
season_temp,description,soil,Mean seasonal temperature (Unit: C)
season_temp,description,sediment,Mean seasonal temperature (Unit: C)
season_temp,description,monet-soil,Mean seasonal temperature (Unit: C)
season_temp,description,plant,Mean seasonal temperature (Unit: C)
season_temp,type,other-undescribed,string
season_temp,type,soil,string
season_temp,type,sediment,string
season_temp,type,monet-soil,string
season_temp,type,plant,string
second_blh,title,aerosol-arm,second boundary layer height
second_blh,description,aerosol-arm,Second boundary layer height candidate (meters) (Unit: m)
second_blh,type,aerosol-arm,number
second_blh_quality,title,aerosol-arm,second boundary layer height quality
second_blh_quality,description,aerosol-arm,Quality index for second boundary layer height candidate (-999 if no candidate)
second_blh_quality,type,aerosol-arm,string
second_cbh,title,aerosol-arm,second cloud base height
second_cbh,description,aerosol-arm,Second cloud base (meters) or highest received signal in vertical visibility (meters) (-999 if no cloud base or vertical visibility) (Unit: m)
second_cbh,type,aerosol-arm,number
secondary_treatment,title,other-undescribed,secondary treatment
secondary_treatment,description,other-undescribed,the process for substantially degrading the biological content of the sewage
secondary_treatment,type,other-undescribed,string
sediment_type,title,sediment,sediment type
sediment_type,description,sediment,Information about the sediment type based on major constituents
sediment_type,type,sediment,string
sediment_type,enum,sediment,biogenouscosmogenoushydrogenouslithogenous
sewage_type,title,other-undescribed,sewage type
sewage_type,description,other-undescribed,type of wastewater treatment plant as municipial or industrial
sewage_type,type,other-undescribed,string
shipped_sample_size,title,field-deployed-terraform,shipped sample size
shipped_sample_size,title,other-undescribed,shipped sample size
shipped_sample_size,title,soil,shipped sample size
shipped_sample_size,title,water,shipped sample size
shipped_sample_size,title,aerosol,shipped sample size
shipped_sample_size,title,aerosol-arm,shipped sample size
shipped_sample_size,title,pure-culture,shipped sample size
shipped_sample_size,title,culture-environmental,shipped sample size
shipped_sample_size,title,commercially-purchased,shipped sample size
shipped_sample_size,title,mixed-culture,shipped sample size
shipped_sample_size,title,sediment,shipped sample size
shipped_sample_size,title,terraform,shipped sample size
shipped_sample_size,title,synthesized-material,shipped sample size
shipped_sample_size,title,monet-soil,shipped sample size
shipped_sample_size,title,engineered-strain,shipped sample size
shipped_sample_size,title,plant,shipped sample size
shipped_sample_size,description,field-deployed-terraform,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,other-undescribed,Total amount of sample sent to EMSL include units
shipped_sample_size,description,soil,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,water,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,aerosol,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,aerosol-arm,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,pure-culture,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,culture-environmental,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,commercially-purchased,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,mixed-culture,Total amount of sample sent to EMSL include units
shipped_sample_size,description,sediment,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,terraform,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,synthesized-material,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,monet-soil,Total amount of sample sent to EMSL. Must include unit of 'core'.
shipped_sample_size,description,engineered-strain,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,description,plant,Total amount of sample sent to EMSL. Must include units.
shipped_sample_size,type,field-deployed-terraform,string
shipped_sample_size,type,other-undescribed,string
shipped_sample_size,type,soil,string
shipped_sample_size,type,water,string
shipped_sample_size,type,aerosol,string
shipped_sample_size,type,aerosol-arm,string
shipped_sample_size,type,pure-culture,string
shipped_sample_size,type,culture-environmental,string
shipped_sample_size,type,commercially-purchased,string
shipped_sample_size,type,mixed-culture,string
shipped_sample_size,type,sediment,string
shipped_sample_size,type,terraform,string
shipped_sample_size,type,synthesized-material,string
shipped_sample_size,type,monet-soil,string
shipped_sample_size,type,engineered-strain,string
shipped_sample_size,type,plant,string
sieving,title,other-undescribed,sieving
sieving,title,soil,sieving
sieving,title,sediment,sieving
sieving,description,other-undescribed,Collection design of pooled samples and/or sieve size and amount of sample sieved
sieving,description,soil,Collection design of pooled samples and/or sieve size and amount of sample sieved
sieving,description,sediment,Collection design of pooled samples and/or sieve size and amount of sample sieved
sieving,type,other-undescribed,string
sieving,type,soil,string
sieving,type,sediment,string
silicate,title,other-undescribed,silicate
silicate,title,water,silicate
silicate,title,sediment,silicate concentration
silicate,description,other-undescribed,Concentration of silicate
silicate,description,water,Concentration of silicate (Unit: umol/L)
silicate,description,sediment,Concentration of silicate (Unit: umol/L)
silicate,type,other-undescribed,string
silicate,type,water,string
silicate,type,sediment,string
size_frac_low,title,other-undescribed,size fraction lower threshold
size_frac_low,title,soil,size fraction lower threshold
size_frac_low,title,water,size fraction lower threshold
size_frac_low,title,aerosol,size fraction low
size_frac_low,title,aerosol-arm,size fraction low
size_frac_low,description,other-undescribed,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample
size_frac_low,description,soil,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample (Unit: um)
size_frac_low,description,water,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample (Unit: um)
size_frac_low,description,aerosol,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample (Unit: um)
size_frac_low,description,aerosol-arm,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample (Unit: um)
size_frac_low,type,other-undescribed,string
size_frac_low,type,soil,string
size_frac_low,type,water,string
size_frac_low,type,aerosol,string
size_frac_low,type,aerosol-arm,string
size_frac_up,title,other-undescribed,size fraction upper threshold
size_frac_up,title,soil,size fraction upper threshold
size_frac_up,title,water,size fraction upper threshold
size_frac_up,title,aerosol,size fraction up
size_frac_up,title,aerosol-arm,size fraction up
size_frac_up,description,other-undescribed,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample
size_frac_up,description,soil,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample (Unit: um)
size_frac_up,description,water,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample (Unit: um)
size_frac_up,description,aerosol,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample (Unit: um)
size_frac_up,description,aerosol-arm,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample (Unit: um)
size_frac_up,type,other-undescribed,string
size_frac_up,type,soil,string
size_frac_up,type,water,string
size_frac_up,type,aerosol,string
size_frac_up,type,aerosol-arm,string
slope_aspect,title,field-deployed-terraform,slope aspect
slope_aspect,title,other-undescribed,slope aspect
slope_aspect,title,soil,slope aspect
slope_aspect,title,monet-soil,slope aspect
slope_aspect,description,field-deployed-terraform,The direction a slope faces. While looking down a slope use a compass to record the direction you are facing (degrees); e.g. 315 degrees. This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration. (Unit: degrees)
slope_aspect,description,other-undescribed,The direction a slope faces. While looking down a slope use a compass to record the direction you are facing (degrees); e.g. 315 degrees. This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration. (Unit: degrees)
slope_aspect,description,soil,The direction a slope faces. While looking down a slope use a compass to record the direction you are facing (degrees); e.g. 315 degrees. This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration. (Unit: degrees)
slope_aspect,description,monet-soil,The direction a slope faces. While looking down a slope use a compass to record the direction you are facing (degrees); e.g. 315 degrees. This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration. (Unit: degrees)
slope_aspect,type,field-deployed-terraform,string
slope_aspect,type,other-undescribed,string
slope_aspect,type,soil,string
slope_aspect,type,monet-soil,string
slope_gradient,title,field-deployed-terraform,slope gradient
slope_gradient,title,other-undescribed,slope gradient
slope_gradient,title,soil,slope gradient
slope_gradient,title,monet-soil,slope gradient
slope_gradient,description,field-deployed-terraform,Commonly called 'slope'. The angle between ground surface and a horizontal line (in percent). This is the direction that overland water would flow. This measure is usually taken with a hand level meter or clinometer. (Unit: percent)
slope_gradient,description,other-undescribed,Commonly called 'slope'. The angle between ground surface and a horizontal line (in percent). This is the direction that overland water would flow. This measure is usually taken with a hand level meter or clinometer. (Unit: percent)
slope_gradient,description,soil,Commonly called 'slope'. The angle between ground surface and a horizontal line (in percent). This is the direction that overland water would flow. This measure is usually taken with a hand level meter or clinometer. (Unit: percent)
slope_gradient,description,monet-soil,Commonly called 'slope'. The angle between ground surface and a horizontal line (in percent). This is the direction that overland water would flow. This measure is usually taken with a hand level meter or clinometer. (Unit: percent)
slope_gradient,type,field-deployed-terraform,string
slope_gradient,type,other-undescribed,string
slope_gradient,type,soil,string
slope_gradient,type,monet-soil,string
sludge_retent_time,title,other-undescribed,slidge retention time
sludge_retent_time,description,other-undescribed,the time activated sludge remains in reactor
sludge_retent_time,type,other-undescribed,string
sodium,title,other-undescribed,sodium
sodium,title,water,sodium
sodium,title,sediment,sodium concentration
sodium,description,other-undescribed,Sodium concentration in the sample
sodium,description,water,Sodium concentration in the sample (Unit: ug/mL)
sodium,description,sediment,Sodium concentration in the sample (Unit: ug/mL)
sodium,type,other-undescribed,string
sodium,type,water,string
sodium,type,sediment,string
soil_horizon,title,soil,soil horizon
soil_horizon,description,soil,Specific layer in the land area which measures parallel to the soil surface and possesses physical characteristics which differ from the layers above and beneath
soil_horizon,type,soil,string
soil_horizon,enum,soil,A_HorizonB_HorizonC_HorizonE_HorizonO_HorizonPermafrostR_Layer
soil_texture,title,soil,soil texture
soil_texture,description,soil,The relative proportion of different grain sizes of mineral particles in a soil as described using a standard system; express as decimal percent sand (50 um to 2 mm) silt (2 um to 50 um) and clay (<2 um) with optional textural name (e.g. sand:0.20 silt:0.25 clay:0.55 description:silty clay loam).
soil_texture,type,soil,string
soil_type,title,soil,soil type
soil_type,title,monet-soil,soil type
soil_type,description,soil,Soil series name or other lower-level classification
soil_type,description,monet-soil,Soil series name or other lower-level classification
soil_type,type,soil,string
soil_type,type,monet-soil,string
soil_type,enum,monet-soil,AlfisolAndisolAridisolEntisolGelisolHistosolInceptisolMollisolOxisolSpodosolUltisolVertisol
soil_type_meth,title,soil,soil type method
soil_type_meth,title,monet-soil,soil type method
soil_type_meth,description,soil,Reference or method used in determining soil series name or other lower-level classification
soil_type_meth,description,monet-soil,Reference or method used in determining soil series name or other lower-level classification
soil_type_meth,type,soil,string
soil_type_meth,type,monet-soil,string
solar_irradiance,title,other-undescribed,solar irradiance
solar_irradiance,title,aerosol,solar irradiance
solar_irradiance,title,aerosol-arm,solar irradiance
solar_irradiance,description,other-undescribed,Solar irradiance is the power per unit area (surface power density) received from the Sun in the form of electromagnetic radiation in the wavelength range of the measuring instrument.
solar_irradiance,description,aerosol,Solar irradiance is the power per unit area (surface power density) received from the Sun in the form of electromagnetic radiation in the wavelength range of the measuring instrument. (Unit: kW/m2/d or erg/cm2/s
solar_irradiance,description,aerosol-arm,Solar irradiance is the power per unit area (surface power density) received from the Sun in the form of electromagnetic radiation in the wavelength range of the measuring instrument. (Unit: kW/m2/d or erg/cm2/s
solar_irradiance,type,other-undescribed,string
solar_irradiance,type,aerosol,string
solar_irradiance,type,aerosol-arm,string
soluble_inorg_mat,title,other-undescribed,soluble inorganic material
soluble_inorg_mat,description,other-undescribed,concentration of substances such as ammonia road-salt sea-salt cyanide hydrogen sulfide thiocyanates thiosulfates etc.
soluble_inorg_mat,type,other-undescribed,string
soluble_org_mat,title,other-undescribed,soluble organic material
soluble_org_mat,description,other-undescribed,concentration of substances such as urea fruit sugars soluble proteins drugs pharmaceuticals etc.
soluble_org_mat,type,other-undescribed,string
soluble_react_phosp,title,other-undescribed,soluble reactive phosphorus
soluble_react_phosp,title,water,soluble reactive phosphorus
soluble_react_phosp,description,other-undescribed,Concentration of soluble reactive phosphorus
soluble_react_phosp,description,water,Concentration of soluble reactive phosphorus. (Unit: umol/L or mg/L or ppm)
soluble_react_phosp,type,other-undescribed,string
soluble_react_phosp,type,water,string
source_mat_ID,title,field-deployed-terraform,source material identifier
source_mat_ID,title,other-undescribed,source material identifier
source_mat_ID,title,soil,source material identifier
source_mat_ID,title,water,source material identifier
source_mat_ID,title,aerosol,source material identifier
source_mat_ID,title,aerosol-arm,source material identifier
source_mat_ID,title,pure-culture,source material identifier
source_mat_ID,title,culture-environmental,source material identifier
source_mat_ID,title,commercially-purchased,source material ID
source_mat_ID,title,mixed-culture,source material identifier
source_mat_ID,title,sediment,source material identifier
source_mat_ID,title,terraform,source material identifier
source_mat_ID,title,synthesized-material,source material identifier
source_mat_ID,title,plant,source material identifier
source_mat_ID,description,field-deployed-terraform,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,other-undescribed,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,soil,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,water,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,aerosol,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,aerosol-arm,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,pure-culture,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,culture-environmental,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,commercially-purchased,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,mixed-culture,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,sediment,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,terraform,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,synthesized-material,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,description,plant,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.
source_mat_ID,type,field-deployed-terraform,string
source_mat_ID,type,other-undescribed,string
source_mat_ID,type,soil,string
source_mat_ID,type,water,string
source_mat_ID,type,aerosol,string
source_mat_ID,type,aerosol-arm,string
source_mat_ID,type,pure-culture,string
source_mat_ID,type,culture-environmental,string
source_mat_ID,type,commercially-purchased,string
source_mat_ID,type,mixed-culture,string
source_mat_ID,type,sediment,string
source_mat_ID,type,terraform,string
source_mat_ID,type,synthesized-material,string
source_mat_ID,type,plant,string
specific_host,title,mixed-culture,host specific name
specific_host,description,mixed-culture,If there is a host involved please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. a pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host)
specific_host,type,mixed-culture,string
standing_water_regm,title,other-undescribed,standing water regimen
standing_water_regm,title,plant,standing water regimen
standing_water_regm,description,other-undescribed,Treatment involving an exposure to standing water during a plant's life span types can be flood water or standing water treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
standing_water_regm,description,plant,Treatment involving an exposure to standing water during a plant's life span types can be flood water or standing water treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
standing_water_regm,type,other-undescribed,string
standing_water_regm,type,plant,string
start_date_inc,title,field-deployed-terraform,incubation start date
start_date_inc,title,other-undescribed,incubation start dte
start_date_inc,title,soil,incubation start date
start_date_inc,title,water,incubation start date
start_date_inc,title,pure-culture,incubation start date
start_date_inc,title,culture-environmental,incubation start date
start_date_inc,title,mixed-culture,incubation start date
start_date_inc,title,sediment,incubation start date
start_date_inc,title,plant,incubation start date
start_date_inc,description,field-deployed-terraform,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD
start_date_inc,description,other-undescribed,Date the incubation was started. Only relevant for incubation samples.
