slot,property,value,sample_type_count,sample_types,primary_or_modification
sample_collection_method,description,The method employed for collecting the sample. This can be a citation or description,3,"other-undescribed, mixed-culture, sediment",modification
sample_collection_method,description,The method used to collect an environmental sample,7,"field-deployed-terraform, soil, water, pure-culture, culture-environmental, terraform, plant",primary
sample_collection_method,title,sample collection method,10,"field-deployed-terraform, other-undescribed, soil, water, pure-culture, culture-environmental, mixed-culture, sediment, terraform, plant",primary
sample_collection_method,type,string,10,"field-deployed-terraform, other-undescribed, soil, water, pure-culture, culture-environmental, mixed-culture, sediment, terraform, plant",primary
sample_end_time,description,Time of when the sample collection ends. Required format: HH:MM:SS in 24-hour time format. Don't forget the seconds! (Unit: hh:mm:ss or HH:MM:SS),1,aerosol-arm,primary
sample_end_time,pattern,^[12]\d{3}(?:(?:-(?:0[1-9]|1[0-2]))(?:-(?:0[1-9]|[12]\d|3[01]))?)?$,1,aerosol-arm,primary
sample_end_time,title,sample end time,1,aerosol-arm,primary
sample_end_time,type,string,1,aerosol-arm,primary
sample_link,description,A unique identifier to assign parent-child subsample or sibling samples. This is relevant when a sample or other material was used to generate the new sample. This field allows multiple entries separated by ; (Examples: Soil collected from the field will link with the soil used in an incubation. The soil a plant was grown in links to the plant sample. An original culture sample was transferred to a new vial and generated a new sample),14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
sample_link,title,sample link,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
sample_link,type,string,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
sample_name,description,ID that is present on the shipped sample. Human readable.,6,"other-undescribed, aerosol, aerosol-arm, mixed-culture, sediment, monet-soil",modification
sample_name,description,The name or label that is present on the shipped sample. This should be a human readable name.,10,"field-deployed-terraform, soil, water, pure-culture, culture-environmental, commercially-purchased, terraform, synthesized-material, engineered-strain, plant",primary
sample_name,title,sample name,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
sample_name,type,string,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
sample_processing,description,A brief description of any processing applied to the sample during or after retrieving the sample from environment or a link to the relevant protocol(s) performed.,13,"field-deployed-terraform, other-undescribed, soil, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
sample_processing,title,sample processing,13,"field-deployed-terraform, other-undescribed, soil, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
sample_processing,type,string,13,"field-deployed-terraform, other-undescribed, soil, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
sample_start_time,description,Time of when the sample collection starts. Required format: HH:MM:SS in 24-hour time format. Don't forget the seconds! (Unit: hh:mm:ss or HH:MM:SS),1,aerosol-arm,primary
sample_start_time,pattern,^(0[0-9]|1[0-9]|2[0-3]):([0-5][0-9]):([0-5][0-9])\s*(hh:mm:ss|HH:MM:SS)$,1,aerosol-arm,primary
sample_start_time,title,sample start time,1,aerosol-arm,primary
sample_start_time,type,string,1,aerosol-arm,primary
sample_type,description,"Requires a standardized ontology term to describe what your sample is. Please search for your sample type via Ontology Lookup Sevice at https://www.ebi.ac.uk/ols4/ ",1,other-undescribed,primary
sample_type,pattern,^_*\s*[a-zA-Z\-]+\s\[[a-zA-Z]+:\d+\]$,1,other-undescribed,primary
sample_type,title,sample type,1,other-undescribed,primary
sample_type,type,string,1,other-undescribed,primary
sampling_duration,description,The difference between sample start and sample end time,1,other-undescribed,modification
sampling_duration,description,The difference between sample start and sample end time in seconds. (Unit: s),2,"aerosol, aerosol-arm",primary
sampling_duration,pattern,^\d+(\.\d+)?\s*s$,2,"aerosol, aerosol-arm",primary
sampling_duration,title,sampling duration,3,"other-undescribed, aerosol, aerosol-arm",primary
sampling_duration,type,string,3,"other-undescribed, aerosol, aerosol-arm",primary
sampling_set,description,A sequential number to indicate soil cores collect together and to be processed together,1,monet-soil,primary
sampling_set,title,sampling set,1,monet-soil,primary
sampling_set,type,integer,1,monet-soil,primary
season_environment,description,Treatment involving an exposure to a particular season (e.g. Winter summer rabi rainy etc.) treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment,1,other-undescribed,primary
season_environment,title,season environment,1,other-undescribed,primary
season_environment,type,string,1,other-undescribed,primary
season_precpt,description,The average of all seasonal precipitation values known or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps. (Unit: mm),5,"other-undescribed, soil, sediment, monet-soil, plant",primary
season_precpt,pattern,-?^\d+(\.\d+)?\s*mm$,1,sediment,modification
season_precpt,pattern,^\d+(\.\d+)?\s*mm$,4,"other-undescribed, soil, monet-soil, plant",primary
season_precpt,title,average seasonal precipitation,4,"other-undescribed, soil, sediment, monet-soil",primary
season_precpt,title,mean seasonal precipitation,1,plant,modification
season_precpt,type,string,5,"other-undescribed, soil, sediment, monet-soil, plant",primary
season_temp,description,Mean seasonal temperature (Unit: C),5,"other-undescribed, soil, sediment, monet-soil, plant",primary
season_temp,pattern,^-?\d+(\.\d+)?\s*C$,5,"other-undescribed, soil, sediment, monet-soil, plant",primary
season_temp,title,average seasonal temperate,1,other-undescribed,modification
season_temp,title,average seasonal temperature,3,"soil, sediment, monet-soil",primary
season_temp,title,mean seasonal temperature,1,plant,modification
season_temp,type,string,5,"other-undescribed, soil, sediment, monet-soil, plant",primary
second_blh,description,Second boundary layer height candidate (meters) (Unit: m),1,aerosol-arm,primary
second_blh,title,second boundary layer height,1,aerosol-arm,primary
second_blh,type,number,1,aerosol-arm,primary
second_blh_quality,description,Quality index for second boundary layer height candidate (-999 if no candidate),1,aerosol-arm,primary
second_blh_quality,title,second boundary layer height quality,1,aerosol-arm,primary
second_blh_quality,type,string,1,aerosol-arm,primary
second_cbh,description,Second cloud base (meters) or highest received signal in vertical visibility (meters) (-999 if no cloud base or vertical visibility) (Unit: m),1,aerosol-arm,primary
second_cbh,title,second cloud base height,1,aerosol-arm,primary
second_cbh,type,number,1,aerosol-arm,primary
secondary_treatment,description,the process for substantially degrading the biological content of the sewage,1,other-undescribed,primary
secondary_treatment,title,secondary treatment,1,other-undescribed,primary
secondary_treatment,type,string,1,other-undescribed,primary
sediment_type,description,Information about the sediment type based on major constituents,1,sediment,primary
sediment_type,enum,biogenous|cosmogenous|hydrogenous|lithogenous,1,sediment,primary
sediment_type,title,sediment type,1,sediment,primary
sediment_type,type,string,1,sediment,primary
sewage_type,description,type of wastewater treatment plant as municipial or industrial,1,other-undescribed,primary
sewage_type,title,sewage type,1,other-undescribed,primary
sewage_type,type,string,1,other-undescribed,primary
shipped_sample_size,description,Total amount of sample sent to EMSL include units,2,"other-undescribed, mixed-culture",modification
shipped_sample_size,description,Total amount of sample sent to EMSL. Must include unit of 'core'.,1,monet-soil,modification
shipped_sample_size,description,Total amount of sample sent to EMSL. Must include units.,13,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, synthesized-material, engineered-strain, plant",primary
shipped_sample_size,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,15,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, engineered-strain, plant",primary
shipped_sample_size,pattern,^\d+(\.\d+)?\s*core$,1,monet-soil,modification
shipped_sample_size,title,shipped sample size,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
shipped_sample_size,type,string,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
sieving,description,Collection design of pooled samples and/or sieve size and amount of sample sieved,3,"other-undescribed, soil, sediment",primary
sieving,title,sieving,3,"other-undescribed, soil, sediment",primary
sieving,type,string,3,"other-undescribed, soil, sediment",primary
silicate,description,Concentration of silicate,1,other-undescribed,modification
silicate,description,Concentration of silicate (Unit: umol/L),2,"water, sediment",primary
silicate,pattern,^\d+(\.\d+)?\s*umol/L$,2,"water, sediment",primary
silicate,title,silicate,2,"other-undescribed, water",primary
silicate,title,silicate concentration,1,sediment,modification
silicate,type,string,3,"other-undescribed, water, sediment",primary
size_frac_low,description,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample,1,other-undescribed,primary
size_frac_low,description,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample (Unit: um),2,"aerosol, aerosol-arm",modification
size_frac_low,description,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample (Unit: um),2,"soil, water",modification
size_frac_low,pattern,^\d+(\.\d+)?\s*um$,4,"soil, water, aerosol, aerosol-arm",modification
size_frac_low,title,size fraction low,2,"aerosol, aerosol-arm",modification
size_frac_low,title,size fraction lower threshold,3,"other-undescribed, soil, water",primary
size_frac_low,type,string,5,"other-undescribed, soil, water, aerosol, aerosol-arm",primary
size_frac_up,description,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample (Unit: um),2,"soil, water",modification
size_frac_up,description,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample,1,other-undescribed,primary
size_frac_up,description,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample (Unit: um),2,"aerosol, aerosol-arm",modification
size_frac_up,pattern,^\d+(\.\d+)?\s*um$,4,"soil, water, aerosol, aerosol-arm",modification
size_frac_up,title,size fraction up,2,"aerosol, aerosol-arm",modification
size_frac_up,title,size fraction upper threshold,3,"other-undescribed, soil, water",primary
size_frac_up,type,string,5,"other-undescribed, soil, water, aerosol, aerosol-arm",primary
slope_aspect,description,The direction a slope faces. While looking down a slope use a compass to record the direction you are facing (degrees); e.g. 315 degrees. This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration. (Unit: degrees),4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
slope_aspect,pattern,^\d+(\.\d+)?\s*degrees$,4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
slope_aspect,title,slope aspect,4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
slope_aspect,type,string,4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
slope_gradient,description,Commonly called 'slope'. The angle between ground surface and a horizontal line (in percent). This is the direction that overland water would flow. This measure is usually taken with a hand level meter or clinometer. (Unit: percent),4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
slope_gradient,pattern,^\d+(\.\d+)?\s*percent$,4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
slope_gradient,title,slope gradient,4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
slope_gradient,type,string,4,"field-deployed-terraform, other-undescribed, soil, monet-soil",primary
sludge_retent_time,description,the time activated sludge remains in reactor,1,other-undescribed,primary
sludge_retent_time,title,slidge retention time,1,other-undescribed,primary
sludge_retent_time,type,string,1,other-undescribed,primary
sodium,description,Sodium concentration in the sample,1,other-undescribed,modification
sodium,description,Sodium concentration in the sample (Unit: ug/mL),2,"water, sediment",primary
sodium,pattern,^\d+(\.\d+)?\s*ug/mL$,2,"water, sediment",primary
sodium,title,sodium,2,"other-undescribed, water",primary
sodium,title,sodium concentration,1,sediment,modification
sodium,type,string,3,"other-undescribed, water, sediment",primary
soil_horizon,description,Specific layer in the land area which measures parallel to the soil surface and possesses physical characteristics which differ from the layers above and beneath,1,soil,primary
soil_horizon,enum,A_Horizon|B_Horizon|C_Horizon|E_Horizon|O_Horizon|Permafrost|R_Layer,1,soil,primary
soil_horizon,title,soil horizon,1,soil,primary
soil_horizon,type,string,1,soil,primary
soil_texture,description,The relative proportion of different grain sizes of mineral particles in a soil as described using a standard system; express as decimal percent sand (50 um to 2 mm) silt (2 um to 50 um) and clay (<2 um) with optional textural name (e.g. sand:0.20 silt:0.25 clay:0.55 description:silty clay loam).,1,soil,primary
soil_texture,pattern,^(\w+:0\.\d+ )*description:[A-Za-z ]+$,1,soil,primary
soil_texture,title,soil texture,1,soil,primary
soil_texture,type,string,1,soil,primary
soil_type,description,Soil series name or other lower-level classification,2,"soil, monet-soil",primary
soil_type,enum,Alfisol|Andisol|Aridisol|Entisol|Gelisol|Histosol|Inceptisol|Mollisol|Oxisol|Spodosol|Ultisol|Vertisol,1,monet-soil,primary
soil_type,title,soil type,2,"soil, monet-soil",primary
soil_type,type,string,2,"soil, monet-soil",primary
soil_type_meth,description,Reference or method used in determining soil series name or other lower-level classification,2,"soil, monet-soil",primary
soil_type_meth,title,soil type method,2,"soil, monet-soil",primary
soil_type_meth,type,string,2,"soil, monet-soil",primary
solar_irradiance,description,Solar irradiance is the power per unit area (surface power density) received from the Sun in the form of electromagnetic radiation in the wavelength range of the measuring instrument.,1,other-undescribed,modification
solar_irradiance,description,Solar irradiance is the power per unit area (surface power density) received from the Sun in the form of electromagnetic radiation in the wavelength range of the measuring instrument. (Unit: kW/m2/d or erg/cm2/s,2,"aerosol, aerosol-arm",primary
solar_irradiance,pattern,^\d+(\.\d+)?\s*(kW/m2/d|erg/cm2/s)$,2,"aerosol, aerosol-arm",primary
solar_irradiance,title,solar irradiance,3,"other-undescribed, aerosol, aerosol-arm",primary
solar_irradiance,type,string,3,"other-undescribed, aerosol, aerosol-arm",primary
soluble_inorg_mat,description,concentration of substances such as ammonia road-salt sea-salt cyanide hydrogen sulfide thiocyanates thiosulfates etc.,1,other-undescribed,primary
soluble_inorg_mat,title,soluble inorganic material,1,other-undescribed,primary
soluble_inorg_mat,type,string,1,other-undescribed,primary
soluble_org_mat,description,concentration of substances such as urea fruit sugars soluble proteins drugs pharmaceuticals etc.,1,other-undescribed,primary
soluble_org_mat,title,soluble organic material,1,other-undescribed,primary
soluble_org_mat,type,string,1,other-undescribed,primary
soluble_react_phosp,description,Concentration of soluble reactive phosphorus,1,other-undescribed,primary
soluble_react_phosp,description,Concentration of soluble reactive phosphorus. (Unit: umol/L or mg/L or ppm),1,water,modification
soluble_react_phosp,pattern,^\d+(\.\d+)?\s*(umol/L|mg/L|ppm)$,1,water,modification
soluble_react_phosp,title,soluble reactive phosphorus,2,"other-undescribed, water",primary
soluble_react_phosp,type,string,2,"other-undescribed, water",primary
source_mat_ID,description,A unique identifier assigned to an original material sample collected or to any derived sub-samples. The source material should be listed as a sample to inform details about parent material relationship.,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
source_mat_ID,title,source material ID,1,commercially-purchased,modification
source_mat_ID,title,source material identifier,13,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, mixed-culture, sediment, terraform, synthesized-material, plant",primary
source_mat_ID,type,string,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
specific_host,description,If there is a host involved please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. a pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host),1,mixed-culture,primary
specific_host,title,host specific name,1,mixed-culture,primary
specific_host,type,string,1,mixed-culture,primary
standing_water_regm,description,Treatment involving an exposure to standing water during a plant's life span types can be flood water or standing water treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens,2,"other-undescribed, plant",primary
standing_water_regm,title,standing water regimen,2,"other-undescribed, plant",primary
standing_water_regm,type,string,2,"other-undescribed, plant",primary
start_date_inc,description,Date the incubation was started. Only relevant for incubation samples.,2,"other-undescribed, mixed-culture",modification
start_date_inc,description,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD,7,"field-deployed-terraform, soil, water, pure-culture, culture-environmental, sediment, plant",primary
start_date_inc,pattern,^[12]\d{3}(?:(?:-(?:0[1-9]|1[0-2]))(?:-(?:0[1-9]|[12]\d|3[01]))?)?$,8,"field-deployed-terraform, other-undescribed, soil, water, pure-culture, culture-environmental, sediment, plant",primary
start_date_inc,title,incubation start date,8,"field-deployed-terraform, soil, water, pure-culture, culture-environmental, mixed-culture, sediment, plant",primary
start_date_inc,title,incubation start dte,1,other-undescribed,modification
start_date_inc,type,string,9,"field-deployed-terraform, other-undescribed, soil, water, pure-culture, culture-environmental, mixed-culture, sediment, plant",primary
storage_condt,description,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
storage_condt,enum,fresh|frozen|lyophilized|other,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
storage_condt,title,storage condition,15,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
storage_condt,title,storage conditions,1,commercially-purchased,modification
storage_condt,type,string,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
strain_description,description,A brief description of the modifications that comprise this strain,1,engineered-strain,primary
strain_description,title,strain description,1,engineered-strain,primary
strain_description,type,string,1,engineered-strain,primary
strain_name,description,Provide a unique name to identify transformed strain lines.,1,engineered-strain,primary
strain_name,title,strain name,1,engineered-strain,primary
strain_name,type,string,1,engineered-strain,primary
strain_source,description,Indicate the source of the strain provided. If purchased provide the vendor and lot number if from another registered or known strain provide a reference.,1,engineered-strain,primary
strain_source,title,strain source,1,engineered-strain,primary
strain_source,type,string,1,engineered-strain,primary
subspecf_gen_lin,description,Information about the genetic distinctness of the sequenced organism below the subspecies level e.g. serovar serotype biotype ecotype or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon e.g. biovar:abc123.,2,"other-undescribed, mixed-culture",modification
subspecf_gen_lin,description,Information about the genetic distinctness of the sequenced organism below the subspecies level e.g. serovar serotype biotype ecotype or any relevant genetic typing schemes like Group I plasmid. Supply both the lineage name and the lineage rank separated by a colon e.g. biovar:abc123,2,"pure-culture, culture-environmental",primary
subspecf_gen_lin,title,subspecific genetic lineage,3,"other-undescribed, culture-environmental, mixed-culture",primary
subspecf_gen_lin,title,subspecific genetuc lineage,1,pure-culture,modification
subspecf_gen_lin,type,string,4,"other-undescribed, pure-culture, culture-environmental, mixed-culture",primary
sulfate,description,Concentration of sulfate in the sample,1,other-undescribed,modification
sulfate,description,Concentration of sulfate in the sample. (Unit: umol/L or mg/L or ppm),2,"water, sediment",primary
sulfate,pattern,^\d+(\.\d+)?\s*(umol/L|mg/L|ppm)$,2,"water, sediment",primary
sulfate,title,sulfate,2,"other-undescribed, water",primary
sulfate,title,sulfate concentration,1,sediment,modification
sulfate,type,string,3,"other-undescribed, water, sediment",primary
sulfide,description,Concentration of sulfide in the sample,1,other-undescribed,modification
sulfide,description,Concentration of sulfide in the sample. (Unit: umol/L or mg/L or ppm),2,"water, sediment",primary
sulfide,pattern,^\d+(\.\d+)?\s*(umol/L|mg/L|ppm)$,2,"water, sediment",primary
sulfide,title,sulfide,2,"other-undescribed, water",primary
sulfide,title,sulfide concentration,1,sediment,modification
sulfide,type,string,3,"other-undescribed, water, sediment",primary
suspend_part_matter,description,Concentration of suspended particulate matter,1,other-undescribed,primary
suspend_part_matter,description,Concentration of suspended particulate matter. (Unit: mg/L),1,water,modification
suspend_part_matter,pattern,^\d+(\.\d+)?\s*(mg/L)$,1,water,modification
suspend_part_matter,title,suspended particulate matter,2,"water, other-undescribed",primary
suspend_part_matter,type,string,2,"other-undescribed, water",primary
suspend_solids,description,concentration of substances including a wide variety of material such as silt decaying plant and animal matter etc; can include multiple substances,1,other-undescribed,primary
suspend_solids,title,suspended solids,1,other-undescribed,primary
suspend_solids,type,string,1,other-undescribed,primary
synth_env_assembly,description,Describes how the synthetic environments parts are contained and assembled,2,"field-deployed-terraform, terraform",primary
synth_env_assembly,title,synthetic environment assembly,2,"field-deployed-terraform, terraform",primary
synth_env_assembly,type,string,2,"field-deployed-terraform, terraform",primary
synth_env_design,description,The design of the synthetic environment that was created for experimentation,2,"field-deployed-terraform, terraform",primary
synth_env_design,enum,Pore-scale micromodels|RhizoChip|SubTap microbial and rhizosphere platforms|3-D Bioprinted Synthetic Soil Aggregates|Pore2Chip,2,"field-deployed-terraform, terraform",primary
synth_env_design,title,synthetic environment design,2,"field-deployed-terraform, terraform",primary
synth_env_design,type,string,2,"field-deployed-terraform, terraform",primary
synth_env_design_method,description,A citation for how the synthetic environment was designed,2,"field-deployed-terraform, terraform",primary
synth_env_design_method,title,synthetic environment design method,2,"field-deployed-terraform, terraform",primary
synth_env_design_method,type,string,2,"field-deployed-terraform, terraform",primary
synth_env_material,description,Describes the fabrication material used to create the synthetic environment and what the structure is made of,2,"field-deployed-terraform, terraform",primary
synth_env_material,title,synthetic environment material,2,"field-deployed-terraform, terraform",primary
synth_env_material,type,string,2,"field-deployed-terraform, terraform",primary
synth_env_treatment,description,Describes any treatments that are built into the synthetic environment,2,"field-deployed-terraform, terraform",primary
synth_env_treatment,title,synthetic environment treatment,2,"field-deployed-terraform, terraform",primary
synth_env_treatment,type,string,2,"field-deployed-terraform, terraform",primary
synth_instrument,description,The instrumentation used to synthesize the material sample.,2,"other-undescribed, synthesized-material",primary
synth_instrument,title,synthesizing instrument,2,"other-undescribed, synthesized-material",primary
synth_instrument,type,string,2,"other-undescribed, synthesized-material",primary
synth_process,description,Provide the citation or describe the method of synthesis.,2,"other-undescribed, synthesized-material",primary
synth_process,title,synthesis process,2,"other-undescribed, synthesized-material",primary
synth_process,type,string,2,"other-undescribed, synthesized-material",primary
synth_reagents,description,The reagents used in the material synthesis,2,"other-undescribed, synthesized-material",primary
synth_reagents,title,synthesis reagents,2,"other-undescribed, synthesized-material",primary
synth_reagents,type,string,2,"other-undescribed, synthesized-material",primary
synth_start_date,description,Provide the date the sample was transferred to the synthetic environment. Formatted as YYYY-MM-DD,2,"field-deployed-terraform, terraform",primary
synth_start_date,pattern,^[12]\d{3}(?:(?:-(?:0[1-9]|1[0-2]))(?:-(?:0[1-9]|[12]\d|3[01]))?)?$,2,"field-deployed-terraform, terraform",primary
synth_start_date,title,synthetic environment start date,2,"field-deployed-terraform, terraform",primary
synth_start_date,type,string,2,"field-deployed-terraform, terraform",primary
technical_reps,description,If sending technical replicates of the same sample indicate the replicate number here.,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
technical_reps,title,technical replicates,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
technical_reps,type,integer,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
temp,description,Temperature of the sample at the time of sampling (Units: C),1,other-undescribed,modification
temp,description,Temperature of the sample at the time of sampling. (Units: C),8,"field-deployed-terraform, soil, water, commercially-purchased, sediment, terraform, synthesized-material, plant",primary
temp,description,Temperature of the sample at the time of sampling. If measurement was started and unsuccessful enter 'failed' if measurement was not attempted enter 'did not collect'. (Units: C),1,monet-soil,modification
temp,pattern,^-?\d+(\.\d+)?\s*C$,9,"field-deployed-terraform, other-undescribed, soil, water, commercially-purchased, sediment, terraform, synthesized-material, plant",primary
temp,pattern,^-?\d+(\.\d+)?\s*C|did not collect|failed,1,monet-soil,modification
temp,title,temperate,1,other-undescribed,modification
temp,title,temperature,9,"field-deployed-terraform, soil, water, commercially-purchased, sediment, terraform, synthesized-material, monet-soil, plant",primary
temp,type,string,10,"field-deployed-terraform, other-undescribed, soil, water, commercially-purchased, sediment, terraform, synthesized-material, monet-soil, plant",primary
temperature_exposure,description,The range of temperatures at which it is safe to store a label that has been applied to a substrate. Provided by iMet,2,"other-undescribed, aerosol",primary
temperature_exposure,title,temperature exposure,2,"other-undescribed, aerosol",primary
temperature_exposure,type,string,2,"other-undescribed, aerosol",primary
tertiary_treatment,description,the process providing a final treatment stage to raise the effluent quality before it is discharged to the receiving environment,1,other-undescribed,primary
tertiary_treatment,title,tertiary treatment,1,other-undescribed,primary
tertiary_treatment,type,string,1,other-undescribed,primary
texture_meth,description,Reference or method used in determining soil texture,1,soil,primary
texture_meth,title,texture method,1,soil,primary
texture_meth,type,string,1,soil,primary
third_blh,description,Third boundary layer height candidate (meters) (Unit: m),1,aerosol-arm,primary
third_blh,title,third boundary layer height,1,aerosol-arm,primary
third_blh,type,number,1,aerosol-arm,primary
third_blh_quality,description,Quality index for third boundary layer height candidate (-999 if no candidate),1,aerosol-arm,primary
third_blh_quality,title,third boundary layer height quality,1,aerosol-arm,primary
third_blh_quality,type,string,1,aerosol-arm,primary
tidal_stage,description,Stage of tide,3,"other-undescribed, water, sediment",primary
tidal_stage,enum,low_tide|high_tide|ebb_tide|flood_tide,2,"water, sediment",primary
tidal_stage,title,tidal stage,3,"other-undescribed, water, sediment",primary
tidal_stage,type,string,3,"other-undescribed, water, sediment",primary
tillage,description,Note method used for tilling,1,soil,modification
tillage,description,Note method(s) used for tilling,2,"other-undescribed, monet-soil",primary
tillage,enum,chisel|cutting disc|disc plough|drill|mouldboard|ridge till|strip tillage|tined|zonal tillage,2,"soil, monet-soil",primary
tillage,title,tillage,3,"other-undescribed, soil, monet-soil",primary
tillage,type,string,3,"other-undescribed, soil, monet-soil",primary
tiss_cult_growth_med,description,Description of plant tissue culture growth media used,3,"field-deployed-terraform, other-undescribed, terraform",primary
tiss_cult_growth_med,title,tissue culture growth media,2,"field-deployed-terraform, terraform",primary
tiss_cult_growth_med,title,tissue culture growth medium,1,other-undescribed,modification
tiss_cult_growth_med,type,string,3,"field-deployed-terraform, other-undescribed, terraform",primary
tot_carb,description,Total carbon content,1,other-undescribed,primary
tot_carb,description,Total carbon content. Provide value and unit any unit is valid,1,sediment,modification
tot_carb,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,1,sediment,modification
tot_carb,title,total carbon,1,other-undescribed,modification
tot_carb,title,total carbon content,1,sediment,primary
tot_carb,type,string,2,"other-undescribed, sediment",primary
tot_depth_water_col,description,Measurement of total depth of water column,1,other-undescribed,modification
tot_depth_water_col,description,Measurement of total depth of water column (Unit: m),2,"water, sediment",primary
